seq_len,ch_idx
2048,26
2048,12
2048,0
1086,11
1047,20
1028,1
1021,8
887,18
841,7
855,27
812,6
794,28
801,5
773,4
769,15
748,5
746,20
743,0
865,24
723,3
715,31
723,25
708,13
698,23
738,31
720,26
691,26
675,26
667,25
658,9
635,31
687,22
613,7
656,11
595,7
651,19
594,9
594,18
585,16
578,29
576,23
575,24
570,19
560,11
555,29
1262,15
1219,19
560,4
533,14
557,15
530,18
528,2
1297,20
522,27
509,28
504,4
564,29
524,29
507,10
499,0
528,4
488,10
481,11
482,25
546,20
581,2
451,26
1166,14
443,24
1538,5
639,21
437,17
429,19
444,20
438,18
429,17
411,2
487,3
429,25
421,6
410,7
401,25
432,12
432,3
407,16
400,18
394,27
890,8
411,10
394,8
393,10
382,7
381,22
379,12
371,21
464,31
439,24
379,16
371,7
371,22
368,17
499,8
380,2
368,14
366,2
382,16
365,17
352,28
345,26
342,31
335,0
333,21
741,10
417,6
359,29
348,10
346,6
336,31
325,0
376,29
362,19
347,30
336,25
335,1
815,6
503,17
329,21
328,17
316,0
313,30
307,21
346,4
329,16
315,23
313,19
308,0
306,16
438,5
331,15
315,27
304,8
302,5
302,15
294,8
293,7
293,22
293,5
291,27
456,4
307,5
290,1
285,10
282,4
282,5
281,3
278,22
275,2
1184,31
1161,20
712,21
438,12
302,11
284,13
280,26
1945,25
330,16
316,3
285,6
275,26
274,16
272,4
271,3
266,6
264,5
262,25
260,29
260,23
259,19
603,0
301,0
298,6
290,13
288,0
279,6
258,5
258,13
243,16
280,24
272,8
269,12
261,13
256,24
250,1
243,8
239,12
238,13
236,29
573,9
272,12
258,17
253,7
241,9
240,21
233,12
230,17
230,29
225,4
249,14
229,30
226,24
224,0
222,22
218,30
215,16
211,9
243,20
237,6
236,24
228,21
220,27
212,23
210,30
210,20
209,16
1759,31
276,13
252,13
244,18
236,6
208,12
208,8
208,1
202,3
199,6
196,13
193,18
647,28
567,21
301,14
241,6
226,28
216,21
215,4
212,24
206,14
199,3
193,15
190,6
188,28
186,16
186,13
437,12
328,24
245,14
197,3
191,22
191,29
184,15
180,25
179,31
173,12
173,21
915,2
484,2
254,18
199,14
193,25
192,18
190,2
180,11
176,10
172,30
169,21
168,3
163,24
1903,19
231,2
214,23
213,9
208,2
191,25
184,8
170,29
167,23
164,9
160,28
154,14
152,2
543,17
486,16
188,12
172,17
170,23
157,6
144,12
1524,15
223,30
211,30
210,5
194,4
177,10
171,22
165,0
150,31
145,30
145,14
144,13
143,3
140,5
139,1
137,27
136,23
132,17
194,9
178,4
171,9
165,19
165,14
154,4
139,9
133,19
131,20
131,7
129,26
129,14
128,16
123,4
1182,17
970,15
413,30
193,21
140,23
129,22
128,18
125,26
123,6
120,21
120,3
119,16
119,23
250,8
225,8
209,8
164,24
128,22
115,25
114,10
113,0
111,21
109,3
107,13
103,22
817,9
760,11
308,22
135,1
121,18
114,29
111,30
109,22
104,9
103,1
101,18
99,29
98,11
97,2
97,10
97,19
91,28
360,17
111,17
106,27
104,16
96,17
95,27
94,11
93,21
89,22
333,13
292,22
146,13
113,18
99,22
98,13
95,3
93,18
90,1
86,27
86,11
85,2
84,5
84,22
74,13
405,1
391,14
222,1
122,30
99,14
95,1
86,11
84,27
79,2
75,17
73,5
73,30
71,20
71,21
70,9
65,3
61,1
61,18
244,27
112,2
80,13
78,14
72,2
69,27
65,24
63,7
63,8
62,0
60,30
59,28
58,9
56,2
53,27
235,23
150,9
133,30
80,1
63,23
62,24
61,7
54,6
53,13
52,30
52,9
51,1
49,23
46,24
46,18
1159,27
1087,28
819,23
400,7
179,11
143,16
99,7
89,29
64,5
62,8
62,25
52,20
47,30
46,15
45,23
41,27
41,3
39,11
39,16
38,7
34,29
34,6
33,5
31,8
194,10
113,10
100,10
95,10
86,4
61,3
58,10
55,4
52,15
46,3
43,29
37,18
37,10
36,4
33,12
33,15
29,28
27,30
24,3
473,24
39,30
30,7
26,24
23,8
22,30
21,13
20,1
2048,28
272,26
188,12
117,1
42,26
41,22
40,10
39,14
22,11
21,7
19,12
18,25
16,26
13,1
11,19
11,31
9,22
8,23
8,10
1,14
