seq_len,ch_idx
2048,26
2048,12
1004,6
942,13
861,31
1548,28
847,10
824,31
849,22
754,19
744,29
729,7
724,4
743,27
712,7
777,17
661,17
651,30
643,16
637,13
633,19
765,24
634,20
628,11
2048,15
626,9
966,28
596,31
585,10
573,6
568,2
622,31
565,21
559,3
545,31
541,29
2048,5
566,4
543,6
543,4
539,23
532,10
610,22
554,4
526,27
509,1
572,26
522,31
497,28
493,7
489,15
489,8
479,22
556,15
508,28
479,28
557,12
553,19
474,19
451,19
447,15
441,17
436,18
436,22
953,28
789,24
438,23
426,2
424,8
516,17
465,10
443,27
429,20
428,12
427,10
2048,0
866,9
533,10
466,26
408,24
409,22
401,17
400,14
392,2
402,29
397,5
395,18
386,24
383,11
502,4
426,23
376,4
372,28
371,20
422,18
402,23
373,18
370,9
421,14
395,20
373,3
366,22
360,20
358,11
1185,5
416,12
384,23
355,21
355,20
354,12
472,25
360,25
545,8
350,2
339,8
332,9
329,21
322,5
321,8
363,29
340,8
326,9
324,3
313,3
354,12
340,4
337,0
324,2
303,0
388,25
362,25
317,25
302,0
300,25
299,0
299,2
2048,30
305,3
295,22
291,19
289,25
283,27
283,4
282,2
1838,21
485,25
320,1
308,22
290,25
289,18
288,23
280,5
277,29
274,3
273,10
1046,19
327,25
302,0
280,22
269,5
268,0
267,7
264,27
540,13
524,10
410,22
346,14
339,19
275,13
267,12
265,20
265,15
260,10
259,22
257,9
878,4
429,13
285,30
246,13
245,14
245,0
243,24
241,18
725,18
321,11
284,18
255,9
247,28
246,7
240,21
238,13
235,4
353,2
249,2
248,30
240,11
236,2
231,14
230,30
226,11
221,19
2048,20
1001,30
343,25
288,6
239,3
237,10
235,28
225,21
224,16
221,9
217,10
217,11
217,22
215,28
215,25
214,6
2048,12
550,10
547,30
293,16
243,26
234,10
231,9
221,11
221,4
219,8
216,0
213,13
212,30
211,24
208,5
203,16
203,21
379,26
361,26
228,26
220,31
216,26
213,16
207,3
206,2
203,15
203,11
203,8
201,14
201,7
196,26
191,16
248,31
225,31
224,1
209,23
209,0
205,31
198,11
193,0
193,31
192,1
190,27
188,11
188,23
186,18
186,9
185,8
185,22
538,21
346,1
207,21
199,1
192,6
190,16
182,21
181,28
172,17
267,17
186,6
183,17
180,15
178,23
177,6
174,17
172,19
171,24
169,30
167,15
555,8
373,1
248,9
196,24
181,2
178,8
172,1
166,24
165,19
161,14
159,30
157,7
155,16
155,29
154,28
152,3
151,2
198,18
197,15
193,25
192,20
176,9
161,1
160,18
160,16
157,5
148,9
146,23
141,8
258,29
172,29
157,29
151,29
143,29
139,29
139,9
138,29
137,11
133,6
263,14
249,14
221,24
155,14
150,14
147,1
136,14
136,1
133,24
131,2
131,15
129,0
126,19
184,13
160,4
147,23
133,13
129,4
127,19
127,20
126,21
122,29
121,23
120,24
117,13
116,4
114,19
113,31
111,20
375,27
354,27
312,18
232,5
122,21
121,27
118,5
117,18
117,21
115,27
113,5
113,18
111,12
111,27
109,5
108,9
106,18
104,14
266,1
199,1
175,1
119,3
108,7
103,1
102,28
101,14
101,26
100,9
99,3
98,11
97,21
96,13
94,12
91,0
277,7
228,7
212,11
156,7
102,11
99,29
99,2
95,7
94,8
93,27
93,6
92,1
92,30
89,11
84,14
82,2
228,16
167,16
119,24
103,24
96,16
96,6
84,25
84,20
74,11
73,1
72,24
71,14
1239,7
135,27
133,27
73,8
69,30
69,15
66,28
63,18
301,16
202,15
185,16
155,12
90,7
76,25
75,17
70,15
65,16
63,14
63,6
59,18
52,12
51,7
227,17
146,27
74,17
73,23
70,27
60,25
58,17
58,23
57,16
54,14
51,1
50,11
50,24
49,6
45,29
44,25
1009,20
125,17
117,31
80,0
75,14
53,16
43,29
40,17
40,31
37,13
34,0
453,8
105,17
76,8
63,3
44,5
44,6
41,17
33,9
32,8
28,3
25,15
24,5
21,22
568,26
258,22
103,26
95,26
74,22
58,16
41,6
36,27
31,24
30,18
27,3
21,15
19,25
18,22
18,26
14,30
127,3
74,23
48,3
37,23
34,13
33,3
32,23
27,13
22,2
22,3
21,6
15,23
15,1
12,13
7,2
6,25
6,0
1,3
