seq_len,ch_idx
2048,26
2048,12
2048,0
2028,1
1570,19
1581,2
1053,27
1113,10
970,18
974,16
943,7
901,17
892,0
2048,16
843,15
839,26
1250,15
837,29
831,30
806,18
768,27
766,18
754,14
2002,6
1120,17
733,9
719,19
696,15
687,19
705,6
726,1
671,3
669,9
664,13
656,9
1814,11
664,23
651,7
647,1
668,7
645,27
759,10
632,8
823,27
698,21
614,26
603,8
596,12
785,12
585,25
562,0
543,3
589,25
562,3
545,31
757,14
556,14
693,28
544,28
527,31
520,20
511,14
559,24
884,15
480,23
480,30
468,7
470,28
467,5
453,7
461,9
454,19
452,30
449,23
483,15
473,22
440,15
434,3
423,9
510,9
443,15
437,9
425,2
421,12
525,29
477,29
406,18
401,10
406,5
403,30
401,2
391,16
428,26
416,26
390,1
389,26
387,30
386,23
381,6
382,1
379,11
379,27
474,29
436,8
395,23
369,18
460,16
404,31
379,28
365,8
364,23
354,16
351,8
385,3
362,28
362,3
361,19
353,6
341,19
2048,20
1102,31
745,21
514,16
344,11
339,12
375,1
370,17
341,1
339,21
339,18
334,11
334,17
324,30
362,4
332,22
332,21
332,4
329,24
326,7
321,17
321,22
315,25
643,13
454,28
349,29
341,28
320,9
314,13
307,29
301,30
567,31
394,31
379,31
361,31
325,5
307,31
305,21
304,9
304,0
301,10
299,18
293,22
290,21
288,11
288,14
281,8
773,22
508,31
303,21
284,5
284,16
283,13
282,22
279,31
278,16
276,13
274,22
274,14
358,5
313,5
290,23
283,22
281,9
272,25
269,5
308,20
284,20
281,28
264,25
264,30
263,20
263,11
261,5
252,0
327,5
305,5
256,13
255,4
250,14
241,21
241,29
2048,22
2048,25
689,26
364,28
285,22
273,18
260,10
260,24
260,12
258,1
249,28
247,29
239,8
239,13
237,31
231,18
317,7
256,3
241,7
235,1
233,21
222,11
441,27
248,7
248,24
236,26
233,6
230,31
228,8
224,11
222,30
222,7
217,3
217,27
215,16
238,0
224,0
223,0
211,11
211,9
204,20
203,6
2048,14
398,1
206,26
204,21
198,8
193,4
709,30
302,30
218,31
217,30
195,17
194,5
190,2
186,24
182,13
358,10
282,28
253,3
226,17
200,25
197,10
197,12
196,5
192,28
186,8
185,29
185,3
183,22
179,0
178,18
175,25
174,10
352,0
188,0
182,25
181,25
180,14
170,28
169,0
167,23
161,25
460,25
293,18
258,4
190,12
185,19
184,16
179,20
178,6
174,5
171,30
168,31
162,25
155,18
153,4
642,2
203,22
186,2
163,22
156,7
155,1
153,17
153,2
151,20
147,5
290,8
164,17
154,14
154,16
143,31
136,1
135,29
132,17
221,23
152,20
137,8
135,23
134,4
123,16
121,5
121,10
138,19
138,28
135,23
129,21
127,29
127,27
126,19
125,28
124,23
121,21
121,29
119,3
119,27
118,10
118,19
113,5
330,6
302,10
236,6
153,10
138,18
134,6
126,7
122,10
120,18
117,3
116,6
112,16
111,21
110,7
108,18
108,3
101,29
2048,17
396,20
196,11
190,20
162,10
153,23
139,7
131,25
129,30
119,11
119,22
118,20
111,31
109,12
107,15
105,10
103,23
100,28
100,29
96,11
400,24
142,3
128,6
119,4
113,24
104,29
96,3
91,25
89,6
88,22
86,4
81,24
81,20
447,21
109,8
108,0
94,15
92,21
85,3
85,8
84,0
84,27
83,2
82,16
78,21
78,3
74,8
71,18
71,4
1333,13
100,23
97,28
80,24
79,2
75,9
73,21
73,3
72,23
72,28
71,11
69,20
64,24
62,2
131,24
100,24
95,2
94,24
82,2
67,7
63,13
63,16
62,9
61,26
60,24
57,2
55,7
691,20
336,6
217,19
98,15
91,29
90,6
81,13
58,12
57,19
55,15
54,14
53,24
50,2
50,29
49,21
48,28
42,20
41,13
74,4
62,4
62,11
54,26
43,4
42,23
39,11
38,19
36,12
36,30
34,26
34,1
32,4
842,5
74,15
52,30
51,15
50,14
44,23
43,5
41,30
36,12
32,15
31,14
27,4
26,23
24,11
21,10
2048,27
506,4
184,17
156,24
121,8
74,13
65,12
57,9
52,26
49,4
48,17
42,1
36,24
34,11
33,8
33,13
29,12
138,4
67,9
28,4
24,24
23,2
17,13
17,19
13,9
12,4
11,24
10,2
9,8
9,13
5,29
4,10
4,19
