seq_len,ch_idx
2048,26
2048,12
1626,9
2048,21
895,9
891,14
883,31
873,0
855,14
838,11
880,1
1846,21
756,8
755,5
742,21
742,22
1005,28
703,27
703,0
673,29
747,30
799,10
684,24
674,10
653,13
652,29
633,6
625,7
638,19
627,16
619,27
611,6
610,7
601,5
620,6
593,12
2048,4
1105,9
589,11
1375,8
571,20
590,15
563,30
648,22
570,3
565,0
559,29
551,9
546,26
544,29
541,11
522,1
546,23
547,12
514,26
512,30
485,29
484,19
1973,30
500,18
487,20
486,10
470,26
455,1
562,11
516,7
467,20
451,17
1562,13
433,18
487,2
424,9
630,25
485,13
424,29
420,4
414,12
414,26
413,3
413,7
417,11
414,27
408,28
405,3
398,25
395,31
394,20
2048,23
466,21
414,11
412,25
391,15
384,19
383,3
439,2
425,7
392,2
391,22
613,11
367,18
365,19
360,5
356,7
368,0
367,17
365,10
363,24
362,27
362,30
362,0
356,9
346,10
352,30
350,3
349,28
346,16
344,15
338,22
354,15
352,30
343,29
332,15
324,8
368,28
351,17
339,28
336,17
326,28
326,19
325,17
322,4
320,15
317,23
316,18
311,8
827,7
361,19
351,5
330,0
330,10
316,24
308,15
328,14
307,16
306,22
304,14
303,27
298,29
296,17
295,13
334,19
311,8
309,24
304,18
297,19
282,16
301,6
297,3
287,11
282,28
280,14
271,26
359,3
312,3
296,18
291,18
291,11
286,0
272,3
265,11
360,4
287,4
284,20
266,12
263,18
260,16
259,22
259,7
289,20
258,30
252,12
249,18
249,20
411,22
395,17
319,22
251,17
247,8
244,22
857,16
801,10
243,7
241,20
237,27
228,10
228,7
222,2
246,31
231,25
229,17
227,22
227,20
221,30
216,14
215,27
377,26
227,18
222,5
217,11
215,26
214,9
211,18
205,5
205,19
231,6
225,20
213,25
206,21
205,1
205,20
201,17
200,5
199,19
197,27
194,2
217,13
203,31
201,13
201,6
190,19
190,16
183,6
323,22
238,4
236,12
226,4
212,24
199,12
198,22
184,24
184,6
184,8
179,16
177,22
175,17
174,2
304,7
215,7
210,31
210,15
200,5
194,7
193,31
191,15
188,13
184,28
184,26
179,25
177,19
174,9
172,16
167,18
881,6
433,9
230,9
204,1
186,24
179,2
175,6
170,4
168,0
167,8
164,9
161,19
160,21
156,20
152,24
289,15
210,20
198,2
192,15
172,5
154,31
149,8
148,14
148,28
147,30
147,25
145,16
144,19
185,2
173,29
168,30
167,2
157,15
156,17
152,23
149,0
149,7
145,6
143,8
142,31
141,29
141,14
136,30
134,2
132,21
131,16
671,25
165,14
163,3
157,1
156,25
149,16
140,5
140,8
137,4
137,14
137,7
129,3
128,1
123,25
487,29
162,29
146,12
141,20
141,17
133,24
126,14
122,18
122,3
120,29
116,26
115,2
111,12
383,23
292,23
251,20
139,23
131,27
127,20
123,23
122,6
120,22
105,27
102,20
717,31
147,0
136,23
118,2
112,0
106,23
104,2
104,0
103,31
103,23
100,6
97,0
97,15
96,24
93,1
91,23
147,10
120,24
106,23
101,10
96,24
93,21
87,17
87,15
83,23
83,1
82,10
81,29
617,28
234,22
208,24
160,6
107,22
99,23
96,4
88,8
78,10
78,28
75,30
319,2
150,18
111,4
98,25
92,12
79,2
78,22
77,18
75,4
72,8
69,14
68,31
68,28
67,30
64,13
208,12
109,12
83,31
74,28
72,27
71,12
69,29
69,21
66,24
64,17
64,31
63,23
63,4
62,16
62,28
58,27
58,12
51,18
313,26
143,3
115,10
91,13
66,26
65,3
63,10
60,13
60,26
60,2
57,24
55,16
53,3
53,10
53,8
52,1
50,13
50,25
49,5
811,31
182,1
120,19
88,2
73,19
71,5
64,14
44,21
42,11
42,2
41,17
39,16
37,31
37,1
36,19
33,5
31,14
954,27
204,5
107,5
64,1
58,13
57,14
55,8
54,27
48,5
42,16
42,1
40,13
34,14
34,8
29,15
29,6
28,20
28,27
28,0
26,4
1250,25
158,1
102,15
90,3
54,1
53,24
45,15
44,17
41,3
40,0
35,25
33,28
32,26
31,21
31,1
28,24
21,14
21,16
20,15
18,17
18,3
17,0
12,27
215,18
55,13
43,18
34,28
34,4
26,11
18,24
16,5
12,13
10,17
10,31
8,18
8,28
7,25
1,19
