seq_len,ch_idx
2048,30
2048,3
1423,7
1056,30
966,30
966,31
986,17
868,29
1621,0
846,3
835,16
829,30
746,3
729,11
1078,17
730,3
798,25
671,6
661,29
689,7
670,12
660,16
688,24
1030,25
693,21
1086,25
637,31
648,4
663,8
649,19
644,1
594,26
607,29
631,30
695,13
592,0
572,6
606,13
578,15
584,22
582,24
572,31
597,18
554,27
541,0
556,9
581,14
544,24
539,15
529,24
499,12
560,19
492,3
484,11
480,14
487,20
471,21
497,22
483,2
461,3
463,17
466,18
450,24
440,10
549,12
1136,25
440,27
472,30
440,2
437,4
440,11
419,13
844,16
425,21
496,29
410,30
415,4
444,6
393,7
420,9
392,10
394,14
412,17
428,27
567,31
1818,2
386,3
390,10
392,11
384,13
399,15
390,21
403,22
541,23
377,30
416,0
421,9
378,10
365,13
361,19
387,26
361,27
372,28
359,0
357,2
666,3
373,4
354,18
362,22
339,4
574,8
350,11
360,12
322,15
330,19
333,22
547,24
327,27
320,30
327,1
328,3
702,4
326,6
314,12
602,14
312,17
306,20
1608,22
315,26
382,27
373,29
325,0
319,1
316,2
341,5
328,7
299,8
281,10
304,11
293,12
292,15
289,17
308,18
305,21
285,22
322,23
302,24
291,26
283,27
424,29
635,30
290,31
335,1
274,2
305,5
281,6
285,8
295,10
378,11
273,13
268,16
304,17
272,18
399,19
268,28
275,29
756,2
265,5
317,11
243,12
246,15
564,16
278,17
263,18
257,20
244,21
273,22
254,23
262,24
247,25
235,30
245,1
239,2
240,3
339,4
253,5
241,6
227,9
285,10
245,11
248,13
229,14
248,16
224,18
253,19
237,20
232,23
237,24
223,25
234,27
1279,28
377,3
223,4
217,8
218,13
222,14
208,15
937,16
219,18
204,19
216,20
234,21
208,23
209,24
263,26
232,28
213,29
241,0
1606,1
202,2
212,3
194,4
221,6
203,7
195,10
201,14
202,15
216,18
186,20
292,21
202,22
222,23
181,26
1310,27
204,29
215,30
194,1
209,5
222,6
187,7
188,8
207,9
187,10
306,11
235,12
180,13
192,14
179,15
200,17
187,18
189,19
176,20
171,21
172,23
165,24
1238,25
171,26
167,27
177,28
422,29
172,30
191,0
288,1
417,2
153,4
172,6
175,7
151,8
170,12
164,13
162,14
164,15
153,16
178,17
619,18
166,19
171,20
217,21
204,22
149,23
171,24
2048,26
170,27
157,28
178,29
220,0
142,4
142,5
144,6
139,7
135,10
131,11
152,12
138,13
143,14
232,16
147,18
516,19
190,20
141,21
124,22
150,23
127,24
135,25
128,26
1559,27
132,28
135,29
140,30
145,31
140,0
123,1
127,2
137,3
132,4
116,5
140,6
151,7
125,8
146,9
121,10
117,11
114,13
225,14
120,16
118,17
120,18
137,19
468,20
124,21
124,22
145,23
134,24
138,25
144,26
461,27
101,28
113,29
114,30
130,31
160,1
113,2
2048,3
108,4
160,5
106,6
154,8
112,9
108,10
130,11
103,12
148,13
104,14
116,15
96,16
132,17
96,18
98,19
112,20
95,21
244,22
92,25
107,26
105,27
103,29
109,30
1158,31
174,0
87,1
149,2
97,3
2048,4
96,5
106,6
87,7
91,8
86,9
105,10
183,11
365,12
78,13
78,14
81,15
91,16
80,18
77,19
149,20
801,21
84,22
75,23
104,24
76,25
255,27
86,28
86,29
64,30
121,31
172,0
66,1
95,2
83,3
69,4
72,5
335,6
72,7
69,8
71,10
196,11
82,12
82,13
179,14
90,15
65,16
83,17
82,18
110,19
60,20
514,22
59,23
57,24
97,25
69,26
118,27
63,28
93,29
99,30
79,31
76,0
67,1
113,2
60,3
107,4
83,5
61,6
70,7
48,8
48,9
1367,10
213,11
2048,12
46,13
52,14
41,15
216,16
48,17
42,18
110,19
58,20
45,21
47,22
53,23
45,24
391,25
51,27
42,28
53,29
64,30
34,31
47,0
31,1
44,3
36,4
138,5
56,6
77,7
55,8
40,10
75,11
37,12
45,13
27,14
123,15
495,16
36,17
489,18
31,19
43,20
25,21
31,22
89,23
898,24
22,25
121,26
24,27
28,28
25,29
14,30
20,31
27,0
24,1
22,2
132,3
18,4
9,5
12,6
10,7
5,8
1,9
65,10
10,11
875,12
163,13
4,14
12,15
3,16
15,17
10,18
12,19
13,20
16,21
9,22
10,23
