seq_len,ch_idx
2048,30
2048,3
2048,30
2048,30
2048,30
1527,14
1423,16
937,25
971,29
860,24
806,8
807,31
818,5
782,29
1585,29
737,10
787,14
689,7
686,12
682,23
668,1
695,13
648,20
659,31
661,19
634,28
630,8
624,16
599,7
600,13
592,15
570,12
552,23
643,26
544,11
531,20
544,27
1012,31
545,2
919,3
579,10
556,1
521,11
509,26
504,3
550,5
487,12
513,21
471,29
474,2
473,11
464,12
459,16
471,31
465,1
447,2
2048,6
543,7
480,13
1090,20
437,22
482,9
430,11
743,14
437,24
465,26
479,29
423,0
430,2
424,6
489,7
471,11
425,16
412,20
442,3
468,5
396,7
397,8
416,9
413,16
454,23
558,26
387,30
393,1
389,4
383,6
435,8
1136,17
371,23
460,2
422,5
375,14
434,20
356,24
352,28
340,7
381,9
398,10
367,12
333,13
329,14
340,19
329,22
346,23
321,24
377,26
322,27
410,28
318,30
382,31
336,0
329,6
338,11
328,13
315,14
316,15
1628,16
306,17
2048,20
387,22
328,25
306,26
336,27
337,0
305,2
301,3
414,4
296,5
298,6
317,9
288,12
292,13
285,14
297,15
678,18
291,19
284,20
305,21
677,22
291,24
309,25
293,26
405,28
280,29
293,30
271,31
271,0
286,2
384,4
271,7
353,9
286,11
280,12
285,15
265,21
261,22
269,25
264,27
251,28
268,30
275,31
254,2
267,4
274,5
282,12
644,13
251,15
249,16
257,17
254,20
268,24
253,27
256,29
239,30
250,1
286,4
286,5
486,6
246,7
264,8
238,13
254,15
245,17
231,18
231,22
294,24
228,25
259,29
229,30
226,31
286,1
246,2
232,3
236,4
224,5
231,6
215,7
216,11
238,12
215,13
239,15
215,16
221,17
592,18
275,19
229,21
214,22
213,23
207,24
211,25
220,26
242,27
226,30
209,31
213,1
207,2
1362,4
203,5
191,6
201,7
233,8
349,12
225,13
236,14
208,17
205,19
187,20
188,21
188,22
194,23
181,24
194,25
194,26
219,30
221,31
191,1
351,2
194,3
203,4
225,7
185,9
179,13
418,15
191,16
180,17
181,18
206,19
173,22
181,23
168,25
179,26
165,28
191,29
184,30
219,31
172,0
189,1
168,2
295,3
153,5
194,6
161,8
158,9
200,10
157,13
175,14
151,15
167,16
159,17
154,18
164,19
154,20
200,21
245,22
167,25
162,26
143,27
219,28
156,29
185,30
141,31
172,0
154,1
156,2
148,3
183,4
155,5
140,6
816,7
139,9
159,11
141,12
166,13
152,14
132,15
145,16
142,19
168,20
138,21
137,22
144,23
198,25
142,26
131,27
206,28
151,29
132,30
128,0
138,1
137,2
209,3
139,4
150,5
153,6
131,7
152,9
133,10
134,11
123,12
132,13
129,14
135,15
170,16
132,17
133,20
118,21
214,22
161,23
140,25
139,26
134,27
167,28
127,29
180,31
349,0
435,1
132,2
102,3
113,5
115,6
121,8
107,9
113,10
112,11
98,12
148,14
102,17
117,18
109,20
109,21
110,22
341,23
91,24
144,25
113,26
121,27
119,28
88,29
90,30
100,31
94,0
103,1
168,2
86,3
101,4
112,5
104,6
87,7
83,10
147,11
92,12
2048,14
86,15
130,16
84,17
81,18
71,19
77,20
78,21
83,22
152,23
73,26
74,27
81,28
173,29
85,30
81,31
90,0
89,2
416,3
114,5
80,6
79,8
69,9
74,10
198,13
79,14
109,15
68,16
78,17
76,18
76,19
152,20
243,21
76,22
108,23
66,25
59,26
68,27
53,28
75,30
91,31
99,0
66,1
63,3
151,4
96,5
85,6
122,7
153,8
80,9
59,10
56,11
83,13
44,14
53,15
65,16
55,17
48,18
54,19
49,20
81,21
46,22
49,24
56,25
47,26
60,27
59,28
46,29
94,31
56,0
78,1
81,3
85,4
42,5
72,6
52,7
51,8
645,10
39,11
39,12
38,13
35,14
45,15
35,16
32,17
44,18
50,20
35,21
24,22
30,23
373,24
32,25
1202,26
43,27
36,28
29,29
45,30
30,31
21,0
1160,1
38,2
30,3
23,4
21,5
31,6
259,7
32,8
21,9
43,10
156,11
19,12
16,13
490,14
68,15
13,16
512,18
22,19
4,20
30,21
25,22
11,23
25,24
5,25
38,26
16,27
13,28
6,29
170,30
13,31
17,0
5,1
19,2
55,3
1,4
371,5
18,6
18,7
88,8
17,9
21,10
39,11
