seq_len,ch_idx
1284,25
1044,5
1021,21
1006,4
969,30
863,11
822,20
926,24
810,6
744,0
827,11
738,9
745,11
762,17
734,27
693,29
1264,18
729,12
679,17
675,22
661,18
671,1
625,30
615,16
617,23
620,25
612,11
639,30
598,2
642,21
587,25
737,6
573,2
558,3
545,4
554,10
537,17
534,29
526,8
511,1
816,6
514,8
513,14
576,15
518,20
491,28
504,3
496,5
536,13
481,20
503,21
493,27
735,29
578,8
490,27
2048,6
460,9
466,11
701,30
894,3
470,14
461,15
448,27
439,28
430,3
442,6
421,7
421,8
734,15
422,16
433,19
434,22
447,26
432,28
412,12
416,13
791,19
391,22
400,26
424,27
435,30
408,1
381,8
392,9
379,13
390,15
500,22
368,28
403,29
2048,31
375,0
372,1
374,4
364,5
378,6
404,8
359,10
383,16
376,21
368,25
350,29
343,30
353,31
749,1
440,3
1208,11
408,14
334,16
363,21
490,22
368,29
347,31
495,0
339,4
327,6
345,7
1319,12
352,15
357,16
333,19
313,20
319,21
379,24
348,26
320,28
329,30
347,0
419,1
328,3
332,7
341,8
314,10
312,13
317,17
322,20
305,23
299,24
304,25
503,26
494,29
311,6
292,8
339,9
303,10
305,11
292,13
293,14
302,15
415,18
289,22
399,25
302,26
310,28
381,29
447,3
276,5
277,6
275,9
369,11
274,12
280,14
301,15
274,17
292,18
335,19
318,20
274,21
303,25
261,27
273,28
257,30
264,0
267,1
316,6
298,7
264,8
271,11
247,13
566,15
295,16
277,19
582,21
244,24
232,25
244,26
237,28
240,29
250,30
232,31
388,0
230,2
235,3
251,4
229,6
233,11
267,12
221,13
422,15
303,16
269,18
211,20
223,21
272,22
221,23
222,24
563,25
283,26
250,28
229,29
250,30
608,0
238,2
788,3
303,4
254,5
204,7
252,9
292,10
210,11
229,12
202,14
217,16
214,17
230,18
210,19
222,20
229,21
231,23
208,24
199,25
281,26
201,27
206,28
200,29
198,2
201,3
200,4
232,5
225,8
267,10
186,13
218,14
260,15
195,16
203,17
186,22
177,24
195,25
396,26
189,27
184,29
215,30
196,0
178,1
184,3
180,6
200,7
180,8
231,9
254,11
187,12
190,13
209,15
170,16
168,17
169,18
186,19
161,20
244,21
156,25
158,26
162,27
188,28
158,29
161,30
162,31
315,1
292,2
149,4
158,5
162,6
238,7
162,9
151,10
168,12
175,14
160,15
159,17
152,18
138,19
138,20
158,21
454,22
141,23
917,24
141,26
132,27
151,28
141,29
139,31
539,0
146,1
131,2
143,3
129,4
126,5
249,6
121,7
179,9
157,10
128,11
172,12
130,13
135,14
130,15
187,16
119,17
139,18
136,19
120,20
124,21
123,22
270,23
115,24
116,25
132,26
131,27
144,28
123,29
989,30
208,0
136,1
134,2
142,3
111,8
146,10
131,11
117,12
135,13
108,14
115,15
111,17
401,18
110,19
110,20
134,21
139,22
113,23
91,24
118,25
118,26
547,27
97,28
122,29
405,30
103,31
256,0
97,2
109,3
95,4
91,5
98,6
111,7
96,8
124,9
152,10
107,11
120,12
587,13
93,14
91,15
88,17
93,18
85,19
115,20
89,22
84,23
93,25
95,26
99,27
92,28
78,29
88,30
1843,31
92,1
87,2
406,3
109,4
71,5
82,6
144,7
64,8
96,9
71,10
61,12
66,13
72,14
62,15
129,16
2048,17
115,18
114,19
177,21
71,22
69,23
79,24
107,25
79,26
78,27
145,28
77,29
116,30
70,31
64,0
75,1
261,2
56,3
95,4
148,5
103,6
907,7
101,8
63,9
66,10
58,11
69,12
50,13
73,14
51,15
104,16
57,17
64,18
1071,19
51,20
71,21
126,22
44,23
52,24
50,25
62,26
42,27
53,30
117,31
88,0
48,1
142,2
72,3
33,4
41,5
43,6
41,7
34,8
89,9
72,10
53,11
41,12
268,13
39,14
62,16
1879,17
34,18
190,19
1340,20
57,21
41,22
41,23
100,24
29,25
29,26
28,27
17,28
45,29
1131,30
43,31
11,0
13,1
140,2
38,3
76,4
61,5
35,6
44,7
29,8
19,9
76,10
39,11
25,12
111,13
544,14
30,15
30,16
17,17
10,18
6,19
172,20
2,21
134,22
66,23
31,24
113,25
23,26
5,27
42,28
23,29
22,30
12,31
43,0
492,1
57,2
1,3
83,4
13,5
