seq_len,ch_idx
2048,30
2048,30
1011,14
935,10
931,12
860,23
994,7
806,14
793,19
793,24
800,6
763,5
783,7
751,11
781,14
758,27
745,31
732,9
704,9
1518,29
768,0
688,22
695,17
794,18
646,5
639,1
604,28
624,6
592,10
607,11
567,26
563,29
669,31
635,0
591,11
551,16
622,25
562,28
874,2
545,2
618,6
520,11
882,16
846,17
514,19
537,25
1149,27
505,11
569,16
513,28
499,29
509,30
502,1
500,11
518,12
544,26
473,29
515,14
468,15
525,17
536,22
1361,27
562,28
463,11
443,13
443,14
444,17
520,22
1363,31
566,2
436,12
427,14
426,15
1624,24
474,27
565,29
418,31
411,5
428,10
416,21
410,26
408,31
413,3
396,4
417,5
768,9
407,11
403,12
405,13
1216,18
408,19
387,23
396,28
414,29
410,0
406,10
385,11
384,12
457,18
392,19
388,21
364,26
370,2
368,3
401,8
404,10
370,12
353,14
363,18
360,24
1165,25
379,3
344,5
381,6
365,7
472,20
351,21
340,23
394,24
2048,28
673,0
388,4
745,6
406,9
343,12
324,16
468,21
320,24
369,25
368,29
392,31
322,4
336,8
304,12
351,14
312,17
316,18
294,24
587,29
347,30
981,2
320,6
355,7
288,10
308,13
283,14
303,16
293,18
306,21
693,23
296,24
284,25
277,29
451,0
296,4
279,6
286,7
325,9
273,10
276,12
274,15
268,19
266,20
276,21
261,22
297,25
266,26
282,27
372,28
263,29
257,31
572,0
317,1
283,2
267,4
259,7
277,9
528,10
261,12
508,13
266,15
259,16
298,18
411,22
253,26
250,29
260,1
235,2
312,4
284,5
248,6
584,9
252,11
294,15
226,16
255,19
247,20
391,22
246,25
241,29
232,0
226,2
310,4
216,5
232,6
221,7
211,8
223,9
270,13
260,14
314,16
225,19
229,22
820,24
241,25
210,28
205,29
205,30
208,31
219,1
202,2
240,3
245,4
232,5
202,10
226,12
501,13
213,14
211,15
193,16
204,18
255,21
189,22
336,24
182,29
189,30
190,31
284,0
181,1
188,2
192,3
187,4
202,6
182,8
189,9
513,11
256,12
185,14
188,16
179,17
171,18
395,20
172,21
178,22
183,23
173,27
185,28
177,29
822,30
176,0
163,1
176,2
296,3
209,4
455,5
220,9
173,10
273,11
174,12
157,14
160,15
347,17
197,18
155,19
161,20
167,21
291,23
157,24
170,25
161,26
1005,27
166,30
162,31
165,3
178,4
444,5
164,8
156,9
149,11
150,12
174,14
140,15
166,16
132,18
158,19
170,20
167,21
138,22
130,23
126,24
130,27
240,28
156,30
161,31
188,0
375,1
145,2
128,3
127,4
135,5
125,6
128,7
124,8
121,9
123,10
133,11
219,12
1124,13
131,14
123,15
120,16
134,17
119,18
155,19
120,20
127,21
158,22
135,23
215,24
135,25
123,26
1861,27
123,28
119,29
121,30
132,0
119,1
434,2
188,3
118,4
1703,6
118,7
149,8
163,10
114,11
109,13
155,15
91,17
92,18
209,19
95,20
140,21
106,22
137,24
465,25
120,27
101,30
92,1
88,3
95,4
114,5
92,7
95,9
195,10
129,12
90,13
100,15
99,16
450,17
129,18
382,19
75,20
110,21
78,23
164,24
178,25
139,27
73,29
79,30
92,0
66,1
122,2
91,3
115,4
81,5
336,6
76,7
67,8
80,9
94,10
335,11
69,12
83,14
64,15
76,16
72,17
79,18
61,19
159,20
165,22
83,23
610,25
568,26
105,27
51,28
62,29
53,30
193,31
73,0
65,1
54,2
77,3
54,4
54,5
44,7
52,8
75,9
93,10
217,11
52,12
53,14
49,15
617,16
68,17
57,18
49,19
59,20
139,21
32,22
44,23
77,24
34,25
224,26
47,27
42,28
742,29
34,30
44,31
70,0
99,1
66,2
66,3
44,5
64,6
43,7
39,8
47,9
90,10
38,11
1364,12
363,13
25,14
40,15
1309,16
33,17
130,18
36,19
26,20
32,21
28,22
149,23
34,24
25,25
28,26
93,27
27,28
235,29
27,30
43,0
23,1
84,2
283,3
22,4
29,5
14,6
87,7
358,8
23,9
47,10
27,11
20,12
676,13
16,14
156,15
23,16
20,17
67,18
20,19
20,20
30,21
4,22
11,23
11,24
19,25
18,26
22,27
15,28
29,29
9,30
259,31
11,0
8,1
9,2
16,3
21,4
9,5
16,6
13,7
51,8
21,9
14,10
39,11
