seq_len,ch_idx
2048,30
1293,24
1300,6
901,8
1665,25
824,16
812,17
1087,29
1193,23
784,25
951,0
817,1
798,18
755,19
741,25
705,29
1001,13
693,16
784,0
688,2
1013,11
791,23
657,24
1505,27
944,5
650,12
666,16
667,21
740,28
645,2
625,6
624,8
658,22
649,8
592,18
709,19
595,20
640,21
588,3
639,27
594,10
659,20
665,22
1110,25
577,3
552,12
568,17
534,25
544,5
533,17
630,18
584,2
514,6
858,8
1176,13
551,8
496,18
509,21
498,27
498,30
505,18
493,19
501,0
548,7
512,19
529,20
521,21
509,23
462,28
1051,4
467,18
453,26
454,29
452,30
441,31
506,4
561,12
451,13
429,16
436,21
418,27
490,31
443,8
432,18
407,2
438,8
418,10
457,11
426,15
393,16
395,20
391,22
394,25
388,28
389,3
385,22
371,23
388,27
1352,29
469,30
379,1
1505,5
352,8
363,11
393,12
353,15
369,18
350,19
346,26
345,8
359,11
343,12
337,17
322,20
395,23
1758,29
326,30
384,1
337,2
327,6
320,9
390,13
329,16
344,18
325,21
426,24
302,27
324,28
310,31
303,0
434,2
330,5
304,10
439,13
298,15
306,16
311,17
352,19
301,20
516,21
313,24
315,25
305,28
287,29
295,30
322,1
289,6
285,7
295,8
394,9
358,10
308,13
303,14
284,15
320,17
359,18
292,21
618,22
303,26
274,29
275,0
276,4
310,6
279,7
269,10
277,12
280,13
276,15
286,16
251,17
264,21
257,25
260,27
269,28
271,30
246,31
244,0
253,1
296,4
260,5
258,7
326,9
1374,10
327,11
247,12
252,13
250,15
245,16
270,18
250,20
277,22
275,24
309,25
239,27
249,28
251,29
238,1
289,4
241,5
232,6
243,7
238,9
225,10
245,11
228,13
237,15
262,17
222,18
225,20
221,21
610,24
234,27
232,28
224,30
245,0
323,2
226,3
207,4
219,7
213,8
212,13
209,14
225,19
201,20
231,22
218,23
248,24
222,28
193,29
203,30
239,31
208,1
209,3
211,4
197,5
198,7
353,8
358,9
191,13
190,15
1270,16
196,17
764,18
197,21
197,23
235,24
190,27
181,30
267,31
195,0
197,1
186,2
179,3
173,4
266,5
200,8
182,9
186,10
229,12
466,13
173,14
179,17
166,19
206,21
175,22
168,23
158,25
158,26
158,27
166,28
272,30
195,0
166,1
164,2
157,4
158,5
159,6
162,8
181,10
155,11
165,12
145,13
172,14
142,15
226,16
149,17
161,18
141,20
159,21
147,22
163,25
177,26
156,27
219,28
143,29
155,30
158,31
172,0
171,1
162,4
270,5
142,7
144,10
141,11
145,12
571,13
162,14
157,16
147,17
142,18
195,20
133,21
134,22
171,24
130,25
151,27
132,28
126,29
125,30
128,31
161,0
134,1
132,2
135,4
147,6
131,7
140,9
133,10
113,15
115,16
126,17
119,19
144,20
500,21
141,22
117,23
115,24
120,25
129,26
138,27
152,28
127,29
117,30
113,0
144,1
123,4
121,6
111,7
201,9
237,10
112,11
115,12
121,13
108,14
106,15
2048,17
104,18
107,20
106,21
135,22
106,23
126,24
100,25
107,26
109,28
231,29
139,30
101,31
163,0
267,1
98,2
90,3
105,4
92,5
120,7
91,8
94,9
429,10
112,11
94,14
80,16
106,17
84,18
83,19
96,20
142,21
68,22
91,23
86,24
87,25
83,26
67,27
197,28
61,29
64,30
78,0
69,1
97,2
1067,3
71,4
78,5
237,6
79,8
71,10
87,11
122,12
62,13
81,14
51,15
56,16
175,17
86,18
109,19
59,20
76,21
109,22
92,23
52,24
83,25
95,26
51,27
59,28
54,29
49,30
50,0
54,1
73,2
58,3
45,4
70,5
54,6
60,7
203,8
88,9
54,10
697,11
65,12
43,13
74,14
57,15
35,16
37,17
99,18
37,20
33,21
123,22
59,23
51,24
31,25
46,27
37,28
34,29
32,30
36,31
36,0
31,1
56,2
49,3
36,4
37,6
31,7
26,8
27,9
34,10
65,11
74,12
25,13
655,14
57,15
725,16
47,17
1671,18
30,19
30,20
21,21
44,22
31,23
552,24
22,25
86,26
45,27
21,28
26,29
44,30
19,31
21,0
11,1
43,2
34,3
18,4
30,5
316,6
30,7
14,8
33,9
20,10
20,11
13,12
138,13
13,14
76,15
28,16
6,17
4,18
55,19
18,20
26,21
23,22
27,23
2048,24
146,25
7,26
