seq_len,ch_idx
2048,30
2048,3
1556,30
1466,30
1329,30
912,17
903,22
827,27
799,8
765,5
1064,16
744,21
745,1
839,4
753,19
734,27
877,3
686,20
792,21
722,23
688,8
707,9
700,17
677,28
922,29
675,7
664,15
704,22
720,0
652,12
640,0
640,6
638,25
601,28
613,29
660,1
660,5
596,18
596,5
605,10
604,24
576,25
679,14
565,16
583,17
563,28
599,30
1867,10
713,11
2048,12
552,14
542,18
558,20
638,5
540,10
527,14
543,20
528,28
525,29
520,31
501,9
663,13
504,14
516,21
504,6
1374,22
472,23
474,29
483,31
480,3
467,4
461,10
483,15
470,18
697,30
510,5
756,6
529,10
454,17
467,19
451,25
431,27
497,0
428,2
440,3
432,4
431,5
504,8
596,9
424,10
423,16
427,17
466,21
407,1
410,6
401,9
419,12
410,14
399,20
1010,24
395,25
400,27
391,3
393,8
386,15
391,16
493,19
411,22
383,23
540,27
380,2
376,3
363,5
397,9
376,15
401,17
376,21
372,22
373,31
345,5
357,7
387,9
2048,12
345,13
337,17
378,18
332,19
366,24
336,25
339,26
438,28
349,2
328,6
347,8
362,12
1212,14
371,15
327,17
331,18
328,26
369,29
1183,30
323,3
310,5
647,8
324,9
371,11
328,20
306,25
365,26
348,27
2048,29
291,30
315,2
319,4
389,5
326,9
284,11
317,15
331,16
339,17
319,18
319,21
276,22
291,23
293,26
317,0
651,1
279,3
291,5
271,7
401,10
306,11
441,12
289,13
290,16
269,18
271,19
269,22
323,23
325,24
273,25
257,27
722,28
260,31
251,2
275,4
275,5
256,6
263,7
256,8
253,10
307,12
385,13
273,14
280,15
250,16
246,21
255,22
259,23
250,24
281,26
256,27
291,29
248,0
255,2
238,4
242,5
247,8
233,9
231,10
260,12
236,14
239,16
294,18
299,19
241,21
237,24
273,25
228,26
268,31
227,1
254,3
234,4
224,6
241,7
211,8
609,9
260,10
220,12
229,16
227,17
208,20
301,22
212,24
223,25
225,29
220,30
199,5
195,7
209,9
806,10
208,12
195,15
199,16
202,17
341,18
207,19
198,20
215,21
187,22
221,23
204,24
188,26
209,27
206,28
186,29
191,30
195,31
192,1
345,3
233,4
211,6
174,7
193,8
524,12
342,13
181,14
226,15
206,16
284,17
178,18
171,19
175,20
176,21
173,23
167,25
178,27
179,28
171,30
162,1
172,2
226,4
166,5
169,6
169,7
160,9
376,10
168,11
160,12
165,13
1242,14
164,15
179,18
356,19
157,20
190,21
148,23
175,25
194,26
163,27
151,28
147,30
148,31
151,1
204,2
155,5
140,9
225,10
140,13
154,16
148,17
141,18
151,19
132,21
144,22
142,24
143,25
133,29
137,30
132,31
158,2
158,3
142,4
131,5
118,6
113,7
145,8
164,9
112,10
117,11
189,12
135,13
123,14
111,15
168,16
141,17
131,18
121,19
118,20
125,21
821,22
261,24
132,25
111,26
850,27
111,28
255,29
136,30
110,31
114,0
120,1
110,2
130,3
124,4
188,5
157,6
110,7
101,8
95,10
157,11
96,12
161,13
111,14
165,15
171,17
100,18
142,19
95,20
107,21
112,22
412,23
85,24
134,25
155,26
86,27
94,28
84,29
97,30
116,31
83,0
89,1
95,2
81,3
90,4
117,5
83,6
107,7
85,8
91,9
83,10
79,11
102,12
78,13
74,14
94,15
107,16
86,17
79,18
82,19
82,20
957,21
83,22
82,23
100,24
98,25
513,26
162,27
85,28
350,29
75,30
92,31
92,0
92,1
66,2
88,3
64,4
88,5
70,6
76,7
172,8
96,9
84,11
71,12
160,13
70,14
137,16
57,17
51,18
65,19
444,20
368,21
60,22
451,23
92,24
75,25
55,26
192,27
57,29
67,31
53,0
67,1
56,2
51,3
49,4
63,5
67,6
71,7
56,8
121,9
143,10
82,11
2048,12
49,13
34,14
197,16
44,17
46,19
41,20
41,21
45,22
72,23
52,25
49,26
81,27
71,28
41,29
68,30
86,31
44,0
75,1
107,2
45,3
62,4
32,5
113,6
33,7
25,8
26,9
39,10
61,11
32,12
210,13
31,14
35,15
30,16
28,17
19,18
13,19
607,20
33,21
24,22
24,23
101,24
24,25
59,26
16,27
11,28
52,29
14,30
37,31
15,0
30,1
23,2
630,3
3,4
12,5
511,6
17,7
60,8
37,9
14,10
